43.6402865477,243.31236535
44.4123749238,246.598123327
15.2851233308,46.1491548828
91.3821044658,940.722348505
64.3636481129,480.87708991
19.9910398715,42.5376038393
57.2813377224,397.807463742
34.5131584543,140.852711458
59.6865525786,435.410718959
72.7153027878,591.523493033
61.4846588715,442.714640452
44.0009079137,241.361251974
83.168861681,773.139443004
65.2257966139,488.197736057
35.5060281926,168.426272736
23.1450781594,76.8271329552
30.0553828331,125.796642626
0.490263093712,12.3136227631
8.88470139461,23.5006984974
66.7208870406,502.83025508
7.89285399871,1.87460519903
85.6115462822,828.932665654
25.0901182527,100.151439972
36.475373009,166.896935595
40.8789044709,214.410804247
63.3133252908,479.883985195
53.7693942045,347.735025793
14.1811101621,32.689861455
82.2260008708,761.963609403
65.5495496043,505.861314197
12.4742723407,41.8668794287
57.0338778528,371.856762863
24.766280855,99.3898681145
23.2938795313,57.5634118582
83.9942200336,789.671699006
18.8879110417,57.8415501009
90.9831376686,911.315540382
33.3446429634,141.026645797
63.7389862603,470.567021572
56.6307942613,373.9241131
26.7977724012,112.348254662
34.2779440924,145.844466877
46.1369276187,257.028960357
47.7728898851,287.536913164
69.5543651419,567.778721665
42.9891967884,246.231828511
78.1748267231,699.892442177
98.3594606634,1078.37167756
23.5893851104,73.9254421509
34.2268206567,165.776966185
92.0841485933,951.117191246
84.5575143466,802.298612239
67.4589940659,530.646468247
48.4866149015,276.420084352
62.5350334238,451.014667686
74.7431060228,646.52313152
44.0929733614,243.177472493
43.1809429649,210.945810819
74.6139409805,627.44432009
36.3630362139,177.825679813
67.2529062426,523.017707294
50.4012235037,323.587734909
64.32296276,488.945699422
48.1222146938,281.371204949
94.3185268595,988.349306367
9.4134360646,33.999257611
85.3304563292,811.834361432
95.5299394344,1012.89387742
23.1193775685,90.2771817386
83.6177475297,771.099507838
9.53938564232,22.9357010887
76.3458853783,663.169827709
26.572672575,105.6441312
21.6003082499,89.2918179951
59.2843385962,421.952885547
13.7943615772,37.2299654464
3.95509116604,24.8512955424
98.6138118636,1057.26946284
47.0133427529,284.305127596
42.7957810785,229.639345682
36.4095732959,166.15401969
41.0084202899,197.65924784
93.9993625468,986.397970334
50.9719611716,313.638867516
62.9443908635,470.412244525
8.80540577968,14.8877702168
61.7179714797,459.15444777
66.6062255309,504.853708376
94.081301323,982.325649472
3.16246510982,-2.64749805072
71.8760265642,597.697899372
12.6385260404,29.5834414959
34.8180771111,148.999822955
78.6655355165,701.29814063
55.5889927708,370.917709168
80.5329960587,749.920199278
16.4247274898,43.8037701635
28.5739128171,101.212985676
4.24119923238,14.3836164418
69.4946067728,550.153944789
